OfficerDetail,OfficerDetail_torg,comment,date_of_action,delay,remarks
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,18.0,महोदय आवेदक के पूर्व में अनेक पत्र प्राप्त् हुए है जिन्हें आवश्याक कार्यवाही हेतु सम्बन्धित को भेजा जा चुका है
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-07T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,18.0,महोदय आवेदक के पूर्व में अनेक पत्र प्राप्त् हुए है जिन्हें आवश्याक कार्यवाही हेतु सम्बन्धित को भेजा जा चुका है
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
,,,2023-02-26T00:00:00.000+0000,,सर नमस्कार उक्त प्रधानमंत्री आवास में विकास खंड मोतिगरपुर में कार्यरत अधिकारी के द्वारा जो भी शिकायत की जाती है।विना जांच किए ही आफिस में बैठ कर रिश्वत लेकर रिपोर्ट लगा दी जाती है। उक्त प्रकरण की जांच श्रीमान ग्राम विकास आयुक्त महोदय लखनऊ के द्वारा गठित जांच टीम से करवाने की कृपा की जाए।
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-26T00:00:00.000+0000,20.0,"नियमानुसार आवश्यक कार्यवाही की गई Sir sanlgn akhya anumodit कृपया संलग्न आख्या का अवलोकन करते हुए प्रकरण को निक्षेपित करने का कष्ट करें.
 Attched"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-26T00:00:00.000+0000,20.0,"पूर्व में अनेक सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-03-01T00:00:00.000+0000,23.0,"अधीनस्थ अधिकारी के स्तर पर निस्तारित महोदय, आख्या अवलोकनार्थ सेवा मे प्रेषित है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,15.0,"पूर्व में अनेको सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,15.0,"पूर्व में अनेको सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,15.0,"पूर्व में अनेको सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-25T00:00:00.000+0000,19.0,"पूर्व में अनेको सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,15.0,"पूर्व में अनेको सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,15.0,"पूर्व में अनेक सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,15.0,"पूर्व में अनेको सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,15.0,"पूर्व में अनेको सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-06T00:00:00.000+0000,0.0,Grievance received by Subordinate Organisation from Web API
"Shri Bhaskar Pandey, Joint Secretary",,,2023-02-21T00:00:00.000+0000,15.0,"पूर्व में अनेको सन्दर्भ प्राप्त हो चुका है, सम्बन्धित को भेजा जा चुका है"
,,,2023-01-28T00:00:00.000+0000,,
